district,percent uninsured,state
2,21.8,oklahoma
3,21.2,oklahoma
4,24.3,oklahoma
5,17.8,oklahoma
6,15.9,oklahoma
7,17.8,oklahoma
8,16.4,oklahoma
9,11.6,oklahoma
10,16.7,oklahoma
11,13.0,oklahoma
12,15.0,oklahoma
13,17.9,oklahoma
14,20.2,oklahoma
15,21.3,oklahoma
16,16.9,oklahoma
17,19.4,oklahoma
18,19.1,oklahoma
19,21.9,oklahoma
20,13.6,oklahoma
21,17.7,oklahoma
22,19.6,oklahoma
23,22.0,oklahoma
24,19.3,oklahoma
25,18.1,oklahoma
26,16.6,oklahoma
27,13.9,oklahoma
28,19.0,oklahoma
29,14.0,oklahoma
30,14.3,oklahoma
31,11.6,oklahoma
32,15.1,oklahoma
33,13.7,oklahoma
34,11.8,oklahoma
35,14.0,oklahoma
36,14.0,oklahoma
37,14.5,oklahoma
38,14.7,oklahoma
39,8.0,oklahoma
40,15.6,oklahoma
41,8.3,oklahoma
42,15.0,oklahoma
43,9.7,oklahoma
44,13.5,oklahoma
45,9.4,oklahoma
46,10.3,oklahoma
47,8.6,oklahoma
48,15.2,oklahoma
49,14.7,oklahoma
50,16.7,oklahoma
51,13.0,oklahoma
52,15.0,oklahoma
53,8.6,oklahoma
54,12.7,oklahoma
55,14.1,oklahoma
56,19.5,oklahoma
57,15.8,oklahoma
58,11.1,oklahoma
59,11.2,oklahoma
60,15.4,oklahoma
61,15.2,oklahoma
62,14.3,oklahoma
63,14.5,oklahoma
64,20.1,oklahoma
65,12.8,oklahoma
66,16.1,oklahoma
67,7.3,oklahoma
68,14.4,oklahoma
69,10.5,oklahoma
70,10.4,oklahoma
71,18.7,oklahoma
72,24.7,oklahoma
73,20.0,oklahoma
74,7.4,oklahoma
75,21.7,oklahoma
76,11.5,oklahoma
77,24.7,oklahoma
78,18.1,oklahoma
79,16.1,oklahoma
80,8.3,oklahoma
81,9.7,oklahoma
82,6.8,oklahoma
83,10.1,oklahoma
84,22.4,oklahoma
85,10.3,oklahoma
86,24.9,oklahoma
87,20.6,oklahoma
88,24.5,oklahoma
89,34.7,oklahoma
90,23.7,oklahoma
91,8.6,oklahoma
92,30.7,oklahoma
93,28.0,oklahoma
94,16.9,oklahoma
95,14.5,oklahoma
96,7.5,oklahoma
97,15.6,oklahoma
98,12.8,oklahoma
99,18.7,oklahoma
100,10.1,oklahoma
101,7.9,oklahoma
1,11.2,oregon
2,9.6,oregon
3,10.7,oregon
4,10.5,oregon
5,10.8,oregon
6,13.3,oregon
7,10.1,oregon
8,10.2,oregon
9,10.9,oregon
10,13.4,oregon
11,8.1,oregon
12,12.8,oregon
13,10.3,oregon
14,11.8,oregon
15,8.6,oregon
16,8.3,oregon
17,9.5,oregon
18,10.0,oregon
19,8.2,oregon
20,8.7,oregon
21,13.7,oregon
22,17.7,oregon
23,8.3,oregon
24,9.3,oregon
25,9.4,oregon
26,6.2,oregon
27,9.3,oregon
28,12.0,oregon
29,13.2,oregon
30,8.6,oregon
31,8.7,oregon
32,10.5,oregon
33,4.5,oregon
34,11.3,oregon
35,9.8,oregon
36,6.9,oregon
37,6.8,oregon
38,5.2,oregon
39,7.2,oregon
40,8.9,oregon
41,7.4,oregon
42,11.9,oregon
43,10.1,oregon
44,11.2,oregon
45,8.7,oregon
46,12.5,oregon
47,12.3,oregon
48,13.5,oregon
49,11.8,oregon
50,12.4,oregon
51,10.8,oregon
52,10.1,oregon
53,11.9,oregon
54,14.7,oregon
55,11.9,oregon
56,11.4,oregon
57,14.6,oregon
58,10.3,oregon
59,12.2,oregon
60,12.2,oregon
1,9.4,pennsylvania
2,7.4,pennsylvania
3,5.8,pennsylvania
4,6.3,pennsylvania
5,8.7,pennsylvania
6,7.7,pennsylvania
7,7.5,pennsylvania
8,6.4,pennsylvania
9,6.7,pennsylvania
10,7.6,pennsylvania
11,5.8,pennsylvania
12,3.5,pennsylvania
13,12.7,pennsylvania
14,6.3,pennsylvania
15,4.5,pennsylvania
16,6.1,pennsylvania
17,10.2,pennsylvania
18,8.6,pennsylvania
19,8.8,pennsylvania
20,7.5,pennsylvania
21,7.1,pennsylvania
22,15.4,pennsylvania
23,3.9,pennsylvania
24,10.2,pennsylvania
25,6.8,pennsylvania
26,9.0,pennsylvania
27,7.5,pennsylvania
28,3.0,pennsylvania
29,5.3,pennsylvania
30,2.3,pennsylvania
31,2.9,pennsylvania
32,5.5,pennsylvania
33,7.2,pennsylvania
34,7.1,pennsylvania
35,9.2,pennsylvania
36,8.2,pennsylvania
37,9.7,pennsylvania
38,6.2,pennsylvania
39,4.4,pennsylvania
40,2.5,pennsylvania
41,5.1,pennsylvania
42,4.7,pennsylvania
43,14.8,pennsylvania
44,3.4,pennsylvania
45,6.0,pennsylvania
46,5.1,pennsylvania
47,6.1,pennsylvania
48,6.6,pennsylvania
49,6.3,pennsylvania
50,7.5,pennsylvania
51,8.5,pennsylvania
52,7.8,pennsylvania
53,7.1,pennsylvania
54,4.6,pennsylvania
55,6.4,pennsylvania
56,3.9,pennsylvania
57,4.5,pennsylvania
58,6.4,pennsylvania
59,5.2,pennsylvania
60,6.1,pennsylvania
61,3.9,pennsylvania
62,7.8,pennsylvania
63,9.1,pennsylvania
64,8.4,pennsylvania
65,10.4,pennsylvania
66,13.4,pennsylvania
67,7.8,pennsylvania
68,9.9,pennsylvania
69,7.8,pennsylvania
70,12.2,pennsylvania
71,7.0,pennsylvania
72,5.4,pennsylvania
73,8.4,pennsylvania
74,9.6,pennsylvania
75,6.5,pennsylvania
76,9.9,pennsylvania
77,6.6,pennsylvania
78,9.4,pennsylvania
79,8.5,pennsylvania
80,5.9,pennsylvania
81,6.8,pennsylvania
82,13.1,pennsylvania
83,7.6,pennsylvania
84,7.2,pennsylvania
85,11.1,pennsylvania
86,11.5,pennsylvania
87,3.6,pennsylvania
88,6.5,pennsylvania
89,11.7,pennsylvania
90,9.9,pennsylvania
91,6.1,pennsylvania
92,5.9,pennsylvania
93,4.9,pennsylvania
94,7.8,pennsylvania
95,11.3,pennsylvania
96,13.8,pennsylvania
97,5.3,pennsylvania
98,6.2,pennsylvania
99,20.2,pennsylvania
100,21.0,pennsylvania
101,9.2,pennsylvania
102,12.3,pennsylvania
103,13.9,pennsylvania
104,6.6,pennsylvania
105,5.3,pennsylvania
106,6.6,pennsylvania
107,7.2,pennsylvania
108,10.7,pennsylvania
109,6.1,pennsylvania
110,8.5,pennsylvania
111,9.1,pennsylvania
112,7.4,pennsylvania
113,7.6,pennsylvania
114,5.7,pennsylvania
115,10.7,pennsylvania
116,9.7,pennsylvania
117,6.4,pennsylvania
118,5.6,pennsylvania
119,7.3,pennsylvania
120,6.2,pennsylvania
121,9.3,pennsylvania
122,8.2,pennsylvania
123,8.9,pennsylvania
124,8.0,pennsylvania
125,7.8,pennsylvania
126,8.8,pennsylvania
127,18.3,pennsylvania
128,5.5,pennsylvania
129,6.6,pennsylvania
130,5.2,pennsylvania
131,4.3,pennsylvania
132,13.7,pennsylvania
133,9.5,pennsylvania
134,5.8,pennsylvania
135,8.9,pennsylvania
136,10.0,pennsylvania
137,6.3,pennsylvania
138,5.1,pennsylvania
139,8.3,pennsylvania
140,6.3,pennsylvania
141,7.5,pennsylvania
142,3.9,pennsylvania
143,4.7,pennsylvania
144,5.1,pennsylvania
145,6.1,pennsylvania
146,4.8,pennsylvania
147,4.2,pennsylvania
148,3.7,pennsylvania
149,4.1,pennsylvania
150,3.2,pennsylvania
151,3.3,pennsylvania
152,4.4,pennsylvania
153,4.3,pennsylvania
154,5.8,pennsylvania
155,3.3,pennsylvania
156,4.7,pennsylvania
157,4.6,pennsylvania
158,8.0,pennsylvania
159,10.9,pennsylvania
160,5.0,pennsylvania
161,3.7,pennsylvania
162,7.4,pennsylvania
163,7.1,pennsylvania
164,16.3,pennsylvania
165,3.7,pennsylvania
166,3.3,pennsylvania
167,4.1,pennsylvania
168,3.6,pennsylvania
169,7.9,pennsylvania
170,8.9,pennsylvania
171,8.8,pennsylvania
172,12.3,pennsylvania
173,8.5,pennsylvania
174,10.5,pennsylvania
175,10.8,pennsylvania
176,9.4,pennsylvania
177,11.2,pennsylvania
178,2.6,pennsylvania
179,16.9,pennsylvania
180,13.8,pennsylvania
181,11.6,pennsylvania
182,6.5,pennsylvania
183,4.8,pennsylvania
184,17.5,pennsylvania
185,10.5,pennsylvania
186,12.5,pennsylvania
187,4.8,pennsylvania
188,9.8,pennsylvania
189,8.7,pennsylvania
190,12.5,pennsylvania
191,15.1,pennsylvania
192,11.9,pennsylvania
193,9.2,pennsylvania
194,6.5,pennsylvania
195,9.4,pennsylvania
196,6.3,pennsylvania
197,16.3,pennsylvania
198,11.5,pennsylvania
199,5.8,pennsylvania
200,8.0,pennsylvania
201,12.2,pennsylvania
202,18.2,pennsylvania
203,14.3,pennsylvania
1,4.2,rhode island
2,7.4,rhode island
3,16.1,rhode island
4,4.9,rhode island
5,7.1,rhode island
6,10.1,rhode island
7,14.6,rhode island
8,17.5,rhode island
9,16.2,rhode island
10,25.6,rhode island
11,15.6,rhode island
12,14.6,rhode island
13,23.6,rhode island
14,12.0,rhode island
15,3.8,rhode island
16,4.8,rhode island
17,6.1,rhode island
18,9.2,rhode island
19,6.4,rhode island
20,6.6,rhode island
21,6.2,rhode island
22,5.0,rhode island
23,5.8,rhode island
24,4.6,rhode island
25,7.8,rhode island
26,6.3,rhode island
27,5.5,rhode island
28,4.3,rhode island
29,6.2,rhode island
30,4.1,rhode island
31,5.2,rhode island
32,3.2,rhode island
33,4.3,rhode island
34,5.3,rhode island
35,4.9,rhode island
36,4.6,rhode island
37,7.0,rhode island
38,5.3,rhode island
39,6.0,rhode island
40,6.7,rhode island
41,2.3,rhode island
42,4.8,rhode island
43,3.6,rhode island
44,3.8,rhode island
45,1.9,rhode island
46,7.6,rhode island
47,6.9,rhode island
48,4.8,rhode island
49,10.3,rhode island
50,10.1,rhode island
51,7.4,rhode island
52,2.6,rhode island
53,2.9,rhode island
54,4.5,rhode island
55,6.7,rhode island
56,25.1,rhode island
57,13.6,rhode island
58,12.6,rhode island
59,13.1,rhode island
60,14.5,rhode island
61,8.0,rhode island
62,10.4,rhode island
63,6.0,rhode island
64,10.8,rhode island
65,5.2,rhode island
66,2.7,rhode island
67,4.8,rhode island
68,6.7,rhode island
69,6.6,rhode island
70,5.6,rhode island
71,5.0,rhode island
72,5.0,rhode island
73,12.6,rhode island
74,7.2,rhode island
75,9.4,rhode island
1,14.4,south carolina
2,14.0,south carolina
3,7.8,south carolina
4,12.3,south carolina
5,13.2,south carolina
6,12.0,south carolina
7,13.6,south carolina
8,13.7,south carolina
9,11.9,south carolina
10,14.9,south carolina
11,14.0,south carolina
12,19.5,south carolina
13,12.1,south carolina
14,13.9,south carolina
15,20.3,south carolina
16,11.7,south carolina
17,15.3,south carolina
18,12.0,south carolina
19,19.1,south carolina
20,13.1,south carolina
21,5.6,south carolina
22,10.3,south carolina
23,21.7,south carolina
24,12.1,south carolina
25,19.9,south carolina
26,8.2,south carolina
27,9.8,south carolina
28,10.4,south carolina
29,15.3,south carolina
30,12.8,south carolina
31,18.0,south carolina
32,12.2,south carolina
33,11.3,south carolina
34,12.0,south carolina
35,11.7,south carolina
36,16.6,south carolina
37,13.5,south carolina
38,12.1,south carolina
39,14.4,south carolina
40,11.2,south carolina
41,14.5,south carolina
42,11.2,south carolina
43,12.7,south carolina
44,16.1,south carolina
45,9.2,south carolina
46,10.6,south carolina
47,10.6,south carolina
48,8.7,south carolina
49,13.9,south carolina
50,12.2,south carolina
51,16.1,south carolina
52,11.6,south carolina
53,14.3,south carolina
54,14.2,south carolina
55,15.4,south carolina
56,16.0,south carolina
57,15.7,south carolina
58,15.3,south carolina
59,13.7,south carolina
60,13.0,south carolina
61,15.1,south carolina
62,16.0,south carolina
63,8.2,south carolina
64,15.7,south carolina
65,11.1,south carolina
66,15.9,south carolina
67,11.5,south carolina
68,19.8,south carolina
69,8.2,south carolina
70,14.5,south carolina
71,6.9,south carolina
72,10.2,south carolina
73,14.0,south carolina
74,16.1,south carolina
75,7.8,south carolina
76,12.7,south carolina
77,9.4,south carolina
78,7.8,south carolina
79,10.4,south carolina
80,11.4,south carolina
81,8.1,south carolina
82,14.2,south carolina
83,13.1,south carolina
84,15.6,south carolina
85,7.6,south carolina
86,14.6,south carolina
87,7.6,south carolina
88,12.7,south carolina
89,16.1,south carolina
90,14.6,south carolina
91,15.0,south carolina
92,11.9,south carolina
93,15.7,south carolina
94,11.7,south carolina
95,14.8,south carolina
96,15.7,south carolina
97,11.7,south carolina
98,10.7,south carolina
99,9.3,south carolina
100,12.8,south carolina
101,14.0,south carolina
102,14.6,south carolina
103,19.4,south carolina
104,15.6,south carolina
105,15.0,south carolina
106,13.9,south carolina
107,22.6,south carolina
108,12.8,south carolina
109,19.9,south carolina
110,6.4,south carolina
111,14.0,south carolina
112,8.3,south carolina
113,22.8,south carolina
114,10.0,south carolina
115,10.0,south carolina
116,16.5,south carolina
117,14.2,south carolina
118,17.0,south carolina
119,12.1,south carolina
120,11.7,south carolina
121,18.0,south carolina
122,14.9,south carolina
123,15.1,south carolina
124,11.9,south carolina
1,12.3,tennessee
2,9.5,tennessee
3,11.5,tennessee
4,12.8,tennessee
5,12.4,tennessee
6,10.2,tennessee
7,12.0,tennessee
8,10.8,tennessee
9,11.1,tennessee
10,14.6,tennessee
11,13.3,tennessee
12,18.2,tennessee
13,12.2,tennessee
14,5.0,tennessee
15,12.9,tennessee
16,9.7,tennessee
17,14.4,tennessee
18,10.8,tennessee
19,10.3,tennessee
20,9.5,tennessee
21,11.7,tennessee
22,11.0,tennessee
23,12.4,tennessee
24,14.3,tennessee
25,12.5,tennessee
26,6.8,tennessee
27,10.6,tennessee
28,13.6,tennessee
29,9.9,tennessee
30,11.5,tennessee
31,11.5,tennessee
32,9.8,tennessee
33,9.7,tennessee
34,10.2,tennessee
35,9.9,tennessee
36,12.0,tennessee
37,11.9,tennessee
38,12.3,tennessee
39,10.5,tennessee
40,9.8,tennessee
41,12.7,tennessee
42,12.4,tennessee
43,14.6,tennessee
44,10.2,tennessee
45,9.5,tennessee
46,11.5,tennessee
47,11.4,tennessee
48,10.9,tennessee
49,11.6,tennessee
50,8.4,tennessee
51,17.0,tennessee
52,20.0,tennessee
53,17.3,tennessee
54,13.1,tennessee
55,9.9,tennessee
56,4.7,tennessee
57,6.1,tennessee
58,15.5,tennessee
59,23.0,tennessee
60,11.8,tennessee
61,4.1,tennessee
62,13.1,tennessee
63,3.7,tennessee
64,9.6,tennessee
65,7.8,tennessee
66,10.3,tennessee
67,10.5,tennessee
68,9.4,tennessee
69,14.4,tennessee
70,13.5,tennessee
71,14.4,tennessee
72,12.1,tennessee
73,8.4,tennessee
74,11.4,tennessee
75,11.5,tennessee
76,10.8,tennessee
77,11.7,tennessee
78,10.8,tennessee
79,10.7,tennessee
80,13.8,tennessee
81,11.2,tennessee
82,13.3,tennessee
83,7.0,tennessee
84,15.9,tennessee
85,14.3,tennessee
86,13.8,tennessee
87,18.9,tennessee
88,14.7,tennessee
89,8.5,tennessee
90,16.8,tennessee
91,17.5,tennessee
92,11.1,tennessee
93,20.0,tennessee
94,10.9,tennessee
95,4.1,tennessee
96,9.1,tennessee
97,11.5,tennessee
98,22.4,tennessee
99,6.1,tennessee
1,18.0,texas
2,19.8,texas
3,18.0,texas
4,18.3,texas
5,18.9,texas
6,18.3,texas
7,19.3,texas
8,18.7,texas
9,19.0,texas
10,17.0,texas
11,20.7,texas
12,18.5,texas
13,16.2,texas
14,14.6,texas
15,8.2,texas
16,21.6,texas
17,19.2,texas
18,18.3,texas
19,18.2,texas
20,13.0,texas
21,16.6,texas
22,23.8,texas
23,20.0,texas
24,11.1,texas
25,19.1,texas
26,11.9,texas
27,15.4,texas
28,9.7,texas
29,12.8,texas
30,17.0,texas
31,27.2,texas
32,17.0,texas
33,11.1,texas
34,19.7,texas
35,31.8,texas
36,34.3,texas
37,33.9,texas
38,29.9,texas
39,32.9,texas
40,32.8,texas
41,29.3,texas
42,30.3,texas
43,20.6,texas
44,14.3,texas
45,14.8,texas
46,23.8,texas
47,6.9,texas
48,10.7,texas
49,15.0,texas
50,14.7,texas
51,25.9,texas
52,11.7,texas
53,17.1,texas
54,11.7,texas
55,14.9,texas
56,15.1,texas
57,18.7,texas
58,19.4,texas
59,16.1,texas
60,18.8,texas
61,16.2,texas
62,17.5,texas
63,9.3,texas
64,16.6,texas
65,17.2,texas
66,10.6,texas
67,13.2,texas
68,19.2,texas
69,16.2,texas
70,11.5,texas
71,16.0,texas
72,17.3,texas
73,13.4,texas
74,25.5,texas
75,27.7,texas
76,25.3,texas
77,25.5,texas
78,20.0,texas
79,20.2,texas
80,27.6,texas
81,22.2,texas
82,19.9,texas
83,17.1,texas
84,17.7,texas
85,17.8,texas
86,14.4,texas
87,21.1,texas
88,21.3,texas
89,12.7,texas
90,36.7,texas
91,16.5,texas
92,16.1,texas
93,16.5,texas
94,16.9,texas
95,26.6,texas
96,12.8,texas
97,14.9,texas
98,7.7,texas
99,16.2,texas
100,27.8,texas
101,21.9,texas
102,23.6,texas
103,33.9,texas
104,30.0,texas
105,24.4,texas
106,10.7,texas
107,22.3,texas
108,12.3,texas
109,18.6,texas
110,32.9,texas
111,19.6,texas
112,21.6,texas
113,21.0,texas
114,19.8,texas
115,17.5,texas
116,19.4,texas
117,16.4,texas
118,21.9,texas
119,18.9,texas
120,18.4,texas
121,12.0,texas
122,6.5,texas
123,22.5,texas
124,16.6,texas
125,17.9,texas
126,18.1,texas
127,9.9,texas
128,16.9,texas
129,16.3,texas
130,11.3,texas
131,29.1,texas
132,17.0,texas
133,11.3,texas
134,5.5,texas
135,16.2,texas
136,10.4,texas
137,37.1,texas
138,24.0,texas
139,26.0,texas
140,36.4,texas
141,26.8,texas
142,23.0,texas
143,32.4,texas
144,32.9,texas
145,31.0,texas
146,26.2,texas
147,22.1,texas
148,29.6,texas
149,26.5,texas
150,13.0,texas
1,7.9,utah
2,6.7,utah
3,9.4,utah
4,11.8,utah
5,7.7,utah
6,6.8,utah
7,9.7,utah
8,11.8,utah
9,16.7,utah
10,17.3,utah
11,9.6,utah
12,7.5,utah
13,7.6,utah
14,8.9,utah
15,4.8,utah
16,11.8,utah
17,6.3,utah
18,6.5,utah
19,8.8,utah
20,9.9,utah
21,8.6,utah
22,15.6,utah
23,31.3,utah
24,9.8,utah
25,13.1,utah
26,28.2,utah
27,4.6,utah
28,4.5,utah
29,8.9,utah
30,16.5,utah
31,24.6,utah
32,7.3,utah
33,28.1,utah
34,18.2,utah
35,23.0,utah
36,8.0,utah
37,10.9,utah
38,16.1,utah
39,14.4,utah
40,11.2,utah
41,8.2,utah
42,8.2,utah
43,11.9,utah
44,15.5,utah
45,11.8,utah
46,6.7,utah
47,12.7,utah
48,8.6,utah
49,5.0,utah
50,6.2,utah
51,5.9,utah
52,6.3,utah
53,9.9,utah
54,12.6,utah
55,14.3,utah
56,8.1,utah
57,9.7,utah
58,14.4,utah
59,14.4,utah
60,14.7,utah
61,16.1,utah
62,12.0,utah
63,6.8,utah
64,18.7,utah
65,8.7,utah
66,9.6,utah
67,11.5,utah
68,11.4,utah
69,14.7,utah
70,14.1,utah
71,15.9,utah
72,16.6,utah
73,20.1,utah
74,14.1,utah
75,19.8,utah
addison-2,5.9,vermont
addison-5,7.2,vermont
addison-rutland,6.2,vermont
bennington-1,3.7,vermont
bennington-3,3.4,vermont
bennington-rutland,3.7,vermont
chittenden-1,2.9,vermont
chittenden-4-1,5.4,vermont
chittenden-4-2,7.0,vermont
chittenden-5-1,2.9,vermont
chittenden-5-2,2.8,vermont
chittenden-6-2,9.8,vermont
chittenden-6-6,4.1,vermont
chittenden-7-1,4.3,vermont
chittenden-7-2,2.4,vermont
chittenden-7-3,6.9,vermont
chittenden-7-4,3.2,vermont
chittenden-8-3,1.5,vermont
caledonia-1,3.8,vermont
caledonia-2,7.8,vermont
caledonia-washington,5.3,vermont
essex-caledonia,7.0,vermont
essex-caledonia-orleans,5.6,vermont
franklin-1,2.5,vermont
franklin-2,7.2,vermont
franklin-6,5.1,vermont
franklin-7,6.2,vermont
franklin-3-2,6.5,vermont
lamoille-1,7.1,vermont
lamoille-3,7.7,vermont
orange-caledonia,6.3,vermont
orleans-lamoille,7.1,vermont
orange-2,8.3,vermont
rutland-1,6.8,vermont
rutland-4,3.1,vermont
rutland-bennington,7.1,vermont
rutland-windsor-1,7.7,vermont
rutland-5-1,2.8,vermont
rutland-5-2,5.0,vermont
rutland-5-3,3.7,vermont
rutland-5-4,7.0,vermont
rutland-windsor-2,9.9,vermont
windham-1,3.3,vermont
windham-5,5.1,vermont
windham-6,7.1,vermont
windham-2-1,4.8,vermont
windham-2-2,3.8,vermont
windham-2-3,5.4,vermont
washington-5,4.6,vermont
washington-6,5.8,vermont
windham-bennington-windsor,8.8,vermont
windham-bennington,7.7,vermont
windsor-2,6.9,vermont
windsor-5,7.0,vermont
windsor-rutland,5.9,vermont
windsor-3-1,8.8,vermont
windsor-4-1,7.4,vermont
windsor-orange-1,5.5,vermont
2,8.3,west virginia
5,9.5,west virginia
6,13.6,west virginia
7,10.8,west virginia
8,7.8,west virginia
9,9.0,west virginia
11,8.3,west virginia
12,7.4,west virginia
14,8.5,west virginia
15,6.5,west virginia
18,9.4,west virginia
20,8.2,west virginia
21,12.5,west virginia
23,8.6,west virginia
25,11.0,west virginia
26,14.0,west virginia
29,11.4,west virginia
30,11.8,west virginia
31,12.2,west virginia
33,11.2,west virginia
34,10.4,west virginia
37,13.6,west virginia
38,6.2,west virginia
39,7.6,west virginia
40,8.4,west virginia
41,9.1,west virginia
44,9.3,west virginia
45,11.7,west virginia
46,9.7,west virginia
47,10.0,west virginia
49,8.2,west virginia
52,10.5,west virginia
53,10.7,west virginia
54,8.4,west virginia
55,10.8,west virginia
56,11.8,west virginia
57,12.7,west virginia
58,11.9,west virginia
59,8.6,west virginia
60,8.4,west virginia
61,12.4,west virginia
62,7.7,west virginia
63,8.9,west virginia
64,8.1,west virginia
65,8.2,west virginia
66,8.8,west virginia
67,6.8,west virginia
1,4.5,wisconsin
2,4.7,wisconsin
3,3.5,wisconsin
4,6.0,wisconsin
5,4.7,wisconsin
6,7.9,wisconsin
7,9.7,wisconsin
8,26.0,wisconsin
9,20.5,wisconsin
10,10.6,wisconsin
11,10.1,wisconsin
12,9.2,wisconsin
13,4.6,wisconsin
14,2.8,wisconsin
15,6.2,wisconsin
16,11.9,wisconsin
17,9.8,wisconsin
18,11.3,wisconsin
19,5.9,wisconsin
20,8.5,wisconsin
21,5.9,wisconsin
22,3.7,wisconsin
23,3.0,wisconsin
24,3.7,wisconsin
25,4.4,wisconsin
26,6.5,wisconsin
27,5.6,wisconsin
28,8.1,wisconsin
29,7.7,wisconsin
30,5.0,wisconsin
31,7.3,wisconsin
32,8.7,wisconsin
33,5.2,wisconsin
34,7.2,wisconsin
35,7.4,wisconsin
36,9.1,wisconsin
37,4.9,wisconsin
38,4.4,wisconsin
39,5.1,wisconsin
40,6.7,wisconsin
41,8.2,wisconsin
42,7.0,wisconsin
43,6.6,wisconsin
44,7.5,wisconsin
45,9.6,wisconsin
46,5.5,wisconsin
47,9.5,wisconsin
48,6.6,wisconsin
49,8.0,wisconsin
50,9.4,wisconsin
51,7.8,wisconsin
52,6.7,wisconsin
53,5.0,wisconsin
54,6.1,wisconsin
55,6.2,wisconsin
56,4.5,wisconsin
57,8.2,wisconsin
58,5.0,wisconsin
59,5.5,wisconsin
60,4.3,wisconsin
61,7.0,wisconsin
62,5.7,wisconsin
63,6.3,wisconsin
64,7.6,wisconsin
65,11.6,wisconsin
66,13.3,wisconsin
67,7.2,wisconsin
68,12.6,wisconsin
69,12.0,wisconsin
70,6.9,wisconsin
71,5.8,wisconsin
72,7.8,wisconsin
73,7.8,wisconsin
74,8.2,wisconsin
75,8.1,wisconsin
76,5.9,wisconsin
77,5.5,wisconsin
78,5.1,wisconsin
79,2.9,wisconsin
80,3.6,wisconsin
81,6.3,wisconsin
82,4.0,wisconsin
83,3.4,wisconsin
84,5.7,wisconsin
85,6.9,wisconsin
86,5.2,wisconsin
87,11.9,wisconsin
88,6.1,wisconsin
89,6.4,wisconsin
90,11.8,wisconsin
91,7.3,wisconsin
92,8.6,wisconsin
93,6.2,wisconsin
94,5.1,wisconsin
95,6.8,wisconsin
96,13.7,wisconsin
97,5.5,wisconsin
98,4.7,wisconsin
99,3.8,wisconsin
1,11.2,wyoming
2,13.8,wyoming
3,8.8,wyoming
4,15.1,wyoming
5,12.9,wyoming
6,10.7,wyoming
7,4.7,wyoming
8,6.8,wyoming
9,10.7,wyoming
10,11.0,wyoming
11,15.2,wyoming
12,12.6,wyoming
13,8.7,wyoming
14,5.0,wyoming
15,12.3,wyoming
16,28.4,wyoming
17,15.6,wyoming
18,9.9,wyoming
19,15.7,wyoming
20,13.8,wyoming
21,11.1,wyoming
22,7.7,wyoming
23,5.4,wyoming
24,9.1,wyoming
25,13.7,wyoming
26,14.7,wyoming
27,17.2,wyoming
28,12.9,wyoming
29,10.7,wyoming
30,11.5,wyoming
31,11.2,wyoming
32,8.5,wyoming
33,36.1,wyoming
34,14.6,wyoming
35,10.5,wyoming
36,13.0,wyoming
37,9.5,wyoming
38,14.6,wyoming
39,13.5,wyoming
40,14.5,wyoming
41,9.3,wyoming
42,4.8,wyoming
43,11.8,wyoming
44,17.3,wyoming
45,14.3,wyoming
46,7.3,wyoming
47,12.5,wyoming
48,13.4,wyoming
49,16.1,wyoming
50,13.4,wyoming
51,6.5,wyoming
52,9.0,wyoming
53,17.9,wyoming
54,14.1,wyoming
55,13.4,wyoming
56,16.8,wyoming
57,14.6,wyoming
58,17.7,wyoming
59,20.9,wyoming
60,12.6,wyoming
