district,percent of tot. population in poverty,state
99,18.2,ohio
1,23.2,oklahoma
2,25.6,oklahoma
3,23.7,oklahoma
4,23.9,oklahoma
5,20.2,oklahoma
6,13.9,oklahoma
7,21.4,oklahoma
8,19.5,oklahoma
9,10.8,oklahoma
10,16.2,oklahoma
11,11.8,oklahoma
12,13.7,oklahoma
13,22.2,oklahoma
14,18.6,oklahoma
15,20.4,oklahoma
16,19.4,oklahoma
17,17.3,oklahoma
18,18.7,oklahoma
19,23.1,oklahoma
20,11.8,oklahoma
21,17.8,oklahoma
22,20.1,oklahoma
23,19.4,oklahoma
24,21.0,oklahoma
25,18.1,oklahoma
26,20.1,oklahoma
27,13.4,oklahoma
28,20.3,oklahoma
29,13.3,oklahoma
30,14.9,oklahoma
31,10.3,oklahoma
32,15.6,oklahoma
33,18.3,oklahoma
34,37.0,oklahoma
35,13.3,oklahoma
36,13.1,oklahoma
37,16.8,oklahoma
38,15.9,oklahoma
39,8.7,oklahoma
40,16.1,oklahoma
41,6.6,oklahoma
42,13.7,oklahoma
43,7.6,oklahoma
44,25.9,oklahoma
45,16.3,oklahoma
46,12.4,oklahoma
47,6.9,oklahoma
48,16.6,oklahoma
49,14.3,oklahoma
50,17.0,oklahoma
51,11.9,oklahoma
52,17.1,oklahoma
53,7.5,oklahoma
54,11.8,oklahoma
55,15.8,oklahoma
56,19.9,oklahoma
57,15.8,oklahoma
58,12.8,oklahoma
59,11.0,oklahoma
60,13.2,oklahoma
61,13.5,oklahoma
62,15.3,oklahoma
63,14.1,oklahoma
64,24.3,oklahoma
65,13.5,oklahoma
66,15.6,oklahoma
67,4.9,oklahoma
68,17.2,oklahoma
69,8.4,oklahoma
70,10.8,oklahoma
71,20.8,oklahoma
72,35.4,oklahoma
73,35.1,oklahoma
74,6.2,oklahoma
75,15.7,oklahoma
76,8.2,oklahoma
77,26.0,oklahoma
78,15.6,oklahoma
79,14.5,oklahoma
80,7.4,oklahoma
81,14.7,oklahoma
82,5.2,oklahoma
83,7.6,oklahoma
84,21.3,oklahoma
85,10.2,oklahoma
86,26.6,oklahoma
87,17.2,oklahoma
88,22.3,oklahoma
89,39.7,oklahoma
90,22.4,oklahoma
91,6.4,oklahoma
92,37.5,oklahoma
93,24.9,oklahoma
94,21.5,oklahoma
95,14.9,oklahoma
96,6.1,oklahoma
97,21.2,oklahoma
98,8.0,oklahoma
99,30.8,oklahoma
100,12.2,oklahoma
101,7.3,oklahoma
1,15.2,oregon
2,19.8,oregon
3,19.9,oregon
4,15.7,oregon
5,16.6,oregon
6,22.9,oregon
7,18.6,oregon
8,21.1,oregon
9,18.2,oregon
10,17.5,oregon
11,18.5,oregon
12,21.7,oregon
13,20.2,oregon
14,16.5,oregon
15,16.2,oregon
16,26.2,oregon
17,17.8,oregon
18,9.6,oregon
19,14.4,oregon
20,13.8,oregon
21,18.6,oregon
22,28.9,oregon
23,12.7,oregon
24,15.0,oregon
25,15.5,oregon
26,7.4,oregon
27,11.5,oregon
28,13.5,oregon
29,17.0,oregon
30,9.0,oregon
31,11.6,oregon
32,13.7,oregon
33,5.5,oregon
34,12.1,oregon
35,11.2,oregon
36,17.1,oregon
37,8.2,oregon
38,8.3,oregon
39,8.4,oregon
40,11.4,oregon
41,10.7,oregon
42,15.3,oregon
43,17.0,oregon
44,20.6,oregon
45,12.4,oregon
46,16.0,oregon
47,22.1,oregon
48,17.6,oregon
49,20.8,oregon
50,19.8,oregon
51,16.9,oregon
52,9.9,oregon
53,13.9,oregon
54,13.9,oregon
55,16.8,oregon
56,18.9,oregon
57,18.5,oregon
58,16.5,oregon
59,15.5,oregon
60,19.7,oregon
1,28.8,pennsylvania
2,18.0,pennsylvania
3,11.3,pennsylvania
4,12.0,pennsylvania
5,7.7,pennsylvania
6,12.4,pennsylvania
7,16.3,pennsylvania
8,9.6,pennsylvania
9,15.6,pennsylvania
10,15.9,pennsylvania
11,12.6,pennsylvania
12,3.1,pennsylvania
13,7.4,pennsylvania
14,8.3,pennsylvania
15,6.6,pennsylvania
16,12.4,pennsylvania
17,12.8,pennsylvania
18,9.0,pennsylvania
19,32.4,pennsylvania
20,14.0,pennsylvania
21,11.3,pennsylvania
22,29.8,pennsylvania
23,24.1,pennsylvania
24,25.4,pennsylvania
25,11.3,pennsylvania
26,8.6,pennsylvania
27,15.6,pennsylvania
28,3.4,pennsylvania
29,5.6,pennsylvania
30,4.8,pennsylvania
31,3.1,pennsylvania
32,9.6,pennsylvania
33,15.2,pennsylvania
34,16.3,pennsylvania
35,23.2,pennsylvania
36,15.7,pennsylvania
37,8.5,pennsylvania
38,9.9,pennsylvania
39,6.4,pennsylvania
40,3.3,pennsylvania
41,6.5,pennsylvania
42,7.4,pennsylvania
43,10.3,pennsylvania
44,6.3,pennsylvania
45,11.4,pennsylvania
46,7.4,pennsylvania
47,7.1,pennsylvania
48,10.0,pennsylvania
49,15.2,pennsylvania
50,17.9,pennsylvania
51,19.2,pennsylvania
52,16.2,pennsylvania
53,6.5,pennsylvania
54,5.8,pennsylvania
55,12.5,pennsylvania
56,4.8,pennsylvania
57,12.6,pennsylvania
58,12.4,pennsylvania
59,8.7,pennsylvania
60,10.8,pennsylvania
61,5.3,pennsylvania
62,18.2,pennsylvania
63,17.3,pennsylvania
64,14.2,pennsylvania
65,14.7,pennsylvania
66,15.9,pennsylvania
67,15.8,pennsylvania
68,13.9,pennsylvania
69,12.6,pennsylvania
70,13.8,pennsylvania
71,19.7,pennsylvania
72,11.1,pennsylvania
73,15.2,pennsylvania
74,12.8,pennsylvania
75,11.6,pennsylvania
76,14.6,pennsylvania
77,38.1,pennsylvania
78,12.2,pennsylvania
79,19.2,pennsylvania
80,10.5,pennsylvania
81,11.9,pennsylvania
82,14.5,pennsylvania
83,19.5,pennsylvania
84,9.5,pennsylvania
85,11.4,pennsylvania
86,12.8,pennsylvania
87,5.5,pennsylvania
88,7.0,pennsylvania
89,15.2,pennsylvania
90,8.1,pennsylvania
91,9.1,pennsylvania
92,6.2,pennsylvania
93,7.5,pennsylvania
94,9.3,pennsylvania
95,28.0,pennsylvania
96,28.2,pennsylvania
97,5.5,pennsylvania
98,10.2,pennsylvania
99,8.8,pennsylvania
100,10.0,pennsylvania
101,14.2,pennsylvania
102,7.6,pennsylvania
103,28.1,pennsylvania
104,7.5,pennsylvania
105,6.1,pennsylvania
106,11.8,pennsylvania
107,14.3,pennsylvania
108,12.1,pennsylvania
109,15.7,pennsylvania
110,11.5,pennsylvania
111,13.7,pennsylvania
112,18.0,pennsylvania
113,19.1,pennsylvania
114,11.7,pennsylvania
115,15.2,pennsylvania
116,15.6,pennsylvania
117,9.4,pennsylvania
118,10.4,pennsylvania
119,16.0,pennsylvania
120,12.4,pennsylvania
121,25.0,pennsylvania
122,12.1,pennsylvania
123,18.0,pennsylvania
124,10.8,pennsylvania
125,9.7,pennsylvania
126,22.6,pennsylvania
127,38.2,pennsylvania
128,6.0,pennsylvania
129,6.5,pennsylvania
130,5.5,pennsylvania
131,5.6,pennsylvania
132,21.0,pennsylvania
133,10.9,pennsylvania
134,5.3,pennsylvania
135,17.1,pennsylvania
136,11.1,pennsylvania
137,5.9,pennsylvania
138,5.2,pennsylvania
139,9.3,pennsylvania
140,8.2,pennsylvania
141,8.6,pennsylvania
142,3.5,pennsylvania
143,4.6,pennsylvania
144,6.5,pennsylvania
145,6.8,pennsylvania
146,9.1,pennsylvania
147,4.6,pennsylvania
148,5.0,pennsylvania
149,5.6,pennsylvania
150,3.7,pennsylvania
151,3.5,pennsylvania
152,5.2,pennsylvania
153,5.2,pennsylvania
154,7.9,pennsylvania
155,4.8,pennsylvania
156,9.6,pennsylvania
157,4.9,pennsylvania
158,7.2,pennsylvania
159,28.2,pennsylvania
160,5.7,pennsylvania
161,4.2,pennsylvania
162,11.2,pennsylvania
163,7.5,pennsylvania
164,19.3,pennsylvania
165,3.9,pennsylvania
166,7.5,pennsylvania
167,3.8,pennsylvania
168,5.3,pennsylvania
169,7.1,pennsylvania
170,11.7,pennsylvania
171,8.9,pennsylvania
172,16.2,pennsylvania
173,14.1,pennsylvania
174,13.5,pennsylvania
175,20.8,pennsylvania
176,10.7,pennsylvania
177,19.5,pennsylvania
178,3.5,pennsylvania
179,33.9,pennsylvania
180,46.6,pennsylvania
181,43.3,pennsylvania
182,13.6,pennsylvania
183,7.3,pennsylvania
184,20.8,pennsylvania
185,21.2,pennsylvania
186,25.3,pennsylvania
187,5.8,pennsylvania
188,32.8,pennsylvania
189,11.6,pennsylvania
190,40.5,pennsylvania
191,30.3,pennsylvania
192,24.4,pennsylvania
193,8.1,pennsylvania
194,13.4,pennsylvania
195,34.8,pennsylvania
196,7.5,pennsylvania
197,46.0,pennsylvania
198,35.0,pennsylvania
199,11.3,pennsylvania
200,12.1,pennsylvania
201,31.8,pennsylvania
202,21.3,pennsylvania
203,22.9,pennsylvania
1,18.9,rhode island
2,31.2,rhode island
3,34.2,rhode island
4,17.8,rhode island
5,29.8,rhode island
6,22.4,rhode island
7,18.9,rhode island
8,35.0,rhode island
9,39.0,rhode island
10,27.4,rhode island
11,26.7,rhode island
12,34.8,rhode island
13,17.9,rhode island
14,20.4,rhode island
15,4.7,rhode island
16,7.4,rhode island
17,9.7,rhode island
18,14.1,rhode island
19,6.2,rhode island
20,9.5,rhode island
21,6.4,rhode island
22,8.1,rhode island
23,5.9,rhode island
24,4.9,rhode island
25,20.3,rhode island
26,10.9,rhode island
27,9.3,rhode island
28,9.6,rhode island
29,4.5,rhode island
30,3.7,rhode island
31,10.1,rhode island
32,6.3,rhode island
33,11.7,rhode island
34,17.6,rhode island
35,11.1,rhode island
36,8.1,rhode island
37,10.1,rhode island
38,8.8,rhode island
39,6.7,rhode island
40,4.7,rhode island
41,4.9,rhode island
42,9.9,rhode island
43,7.7,rhode island
44,4.4,rhode island
45,5.4,rhode island
46,9.7,rhode island
47,11.8,rhode island
48,3.4,rhode island
49,34.0,rhode island
50,20.1,rhode island
51,19.2,rhode island
52,5.6,rhode island
53,3.4,rhode island
54,9.5,rhode island
55,11.1,rhode island
56,34.7,rhode island
57,18.3,rhode island
58,24.0,rhode island
59,27.3,rhode island
60,23.9,rhode island
61,8.0,rhode island
62,15.7,rhode island
63,10.2,rhode island
64,11.4,rhode island
65,12.5,rhode island
66,3.2,rhode island
67,7.7,rhode island
68,9.4,rhode island
69,7.4,rhode island
70,7.2,rhode island
71,7.4,rhode island
72,6.6,rhode island
73,14.6,rhode island
74,10.5,rhode island
75,10.3,rhode island
1,18.8,south carolina
2,18.2,south carolina
3,30.6,south carolina
4,14.2,south carolina
5,13.8,south carolina
6,16.5,south carolina
7,22.2,south carolina
8,15.7,south carolina
9,15.0,south carolina
10,12.3,south carolina
11,22.0,south carolina
12,32.7,south carolina
13,17.3,south carolina
14,18.6,south carolina
15,17.0,south carolina
16,16.3,south carolina
17,12.3,south carolina
18,14.2,south carolina
19,24.7,south carolina
20,12.3,south carolina
21,4.9,south carolina
22,10.7,south carolina
23,32.5,south carolina
24,12.6,south carolina
25,26.0,south carolina
26,6.4,south carolina
27,4.5,south carolina
28,8.0,south carolina
29,15.7,south carolina
30,25.4,south carolina
31,35.8,south carolina
32,14.7,south carolina
33,13.5,south carolina
34,12.1,south carolina
35,10.7,south carolina
36,17.1,south carolina
37,15.8,south carolina
38,14.2,south carolina
39,19.0,south carolina
40,18.7,south carolina
41,23.2,south carolina
42,20.2,south carolina
43,18.6,south carolina
44,24.0,south carolina
45,10.2,south carolina
46,11.6,south carolina
47,12.7,south carolina
48,9.5,south carolina
49,24.3,south carolina
50,24.8,south carolina
51,27.8,south carolina
52,15.2,south carolina
53,23.7,south carolina
54,26.4,south carolina
55,29.5,south carolina
56,16.9,south carolina
57,27.8,south carolina
58,22.0,south carolina
59,23.4,south carolina
60,17.4,south carolina
61,28.1,south carolina
62,28.5,south carolina
63,10.6,south carolina
64,25.8,south carolina
65,18.2,south carolina
66,27.5,south carolina
67,12.5,south carolina
68,16.8,south carolina
69,8.9,south carolina
70,20.3,south carolina
71,7.1,south carolina
72,33.3,south carolina
73,20.9,south carolina
74,28.3,south carolina
75,9.6,south carolina
76,22.0,south carolina
77,14.5,south carolina
78,11.3,south carolina
79,4.5,south carolina
80,12.2,south carolina
81,9.8,south carolina
82,23.9,south carolina
83,16.5,south carolina
84,19.5,south carolina
85,7.3,south carolina
86,18.1,south carolina
87,8.6,south carolina
88,13.2,south carolina
89,19.6,south carolina
90,20.5,south carolina
91,26.2,south carolina
92,9.9,south carolina
93,19.6,south carolina
94,14.3,south carolina
95,22.7,south carolina
96,20.0,south carolina
97,14.3,south carolina
98,6.7,south carolina
99,7.2,south carolina
100,9.6,south carolina
101,29.2,south carolina
102,24.3,south carolina
103,26.3,south carolina
104,13.8,south carolina
105,20.9,south carolina
106,10.8,south carolina
107,20.2,south carolina
108,11.4,south carolina
109,22.0,south carolina
110,15.6,south carolina
111,30.2,south carolina
112,6.6,south carolina
113,29.5,south carolina
114,8.4,south carolina
115,9.5,south carolina
116,16.2,south carolina
117,18.3,south carolina
118,12.3,south carolina
119,11.2,south carolina
120,9.5,south carolina
121,25.1,south carolina
122,20.4,south carolina
123,10.4,south carolina
124,13.2,south carolina
1,18.4,tennessee
2,15.8,tennessee
3,20.7,tennessee
4,22.6,tennessee
5,18.4,tennessee
6,13.9,tennessee
7,20.7,tennessee
8,13.5,tennessee
9,20.1,tennessee
10,21.2,tennessee
11,22.9,tennessee
12,14.2,tennessee
13,24.0,tennessee
14,4.8,tennessee
15,41.1,tennessee
16,13.1,tennessee
17,15.7,tennessee
18,11.8,tennessee
19,11.7,tennessee
20,13.7,tennessee
21,17.6,tennessee
22,15.7,tennessee
23,18.5,tennessee
24,21.2,tennessee
25,17.1,tennessee
26,7.4,tennessee
27,13.6,tennessee
28,29.6,tennessee
29,9.7,tennessee
30,15.2,tennessee
31,20.8,tennessee
32,14.9,tennessee
33,17.9,tennessee
34,8.2,tennessee
35,21.5,tennessee
36,21.3,tennessee
37,12.2,tennessee
38,22.7,tennessee
39,17.0,tennessee
40,12.3,tennessee
41,22.7,tennessee
42,23.7,tennessee
43,21.4,tennessee
44,14.2,tennessee
45,6.6,tennessee
46,16.1,tennessee
47,16.6,tennessee
48,18.9,tennessee
49,11.6,tennessee
50,8.6,tennessee
51,21.5,tennessee
52,17.9,tennessee
53,18.4,tennessee
54,23.2,tennessee
55,14.6,tennessee
56,4.8,tennessee
57,5.4,tennessee
58,38.2,tennessee
59,18.7,tennessee
60,12.1,tennessee
61,3.9,tennessee
62,17.2,tennessee
63,3.7,tennessee
64,11.2,tennessee
65,8.0,tennessee
66,10.5,tennessee
67,17.3,tennessee
68,13.4,tennessee
69,23.1,tennessee
70,17.3,tennessee
71,21.7,tennessee
72,21.0,tennessee
73,12.3,tennessee
74,16.5,tennessee
75,20.2,tennessee
76,21.4,tennessee
77,18.9,tennessee
78,12.5,tennessee
79,18.7,tennessee
80,29.4,tennessee
81,13.8,tennessee
82,21.9,tennessee
83,6.5,tennessee
84,25.5,tennessee
85,19.8,tennessee
86,31.9,tennessee
87,29.7,tennessee
88,28.3,tennessee
89,9.3,tennessee
90,34.4,tennessee
91,33.9,tennessee
92,15.9,tennessee
93,34.8,tennessee
94,18.4,tennessee
95,4.8,tennessee
96,7.0,tennessee
97,10.4,tennessee
98,31.6,tennessee
99,4.9,tennessee
1,19.2,texas
2,18.1,texas
3,15.1,texas
4,15.3,texas
5,15.9,texas
6,17.7,texas
7,17.1,texas
8,18.4,texas
9,18.9,texas
10,12.0,texas
11,21.2,texas
12,23.4,texas
13,14.1,texas
14,29.5,texas
15,4.9,texas
16,15.6,texas
17,16.1,texas
18,19.6,texas
19,15.2,texas
20,10.3,texas
21,14.5,texas
22,23.8,texas
23,19.2,texas
24,8.0,texas
25,15.5,texas
26,6.4,texas
27,9.7,texas
28,6.0,texas
29,8.3,texas
30,15.8,texas
31,27.5,texas
32,15.2,texas
33,6.2,texas
34,18.8,texas
35,38.5,texas
36,30.9,texas
37,38.1,texas
38,30.0,texas
39,33.4,texas
40,34.8,texas
41,24.6,texas
42,33.6,texas
43,18.6,texas
44,10.5,texas
45,15.8,texas
46,24.4,texas
47,4.5,texas
48,8.6,texas
49,21.0,texas
50,9.5,texas
51,24.6,texas
52,9.2,texas
53,15.3,texas
54,12.1,texas
55,17.6,texas
56,15.8,texas
57,19.7,texas
58,12.4,texas
59,18.1,texas
60,16.2,texas
61,10.4,texas
62,15.9,texas
63,5.2,texas
64,15.3,texas
65,9.3,texas
66,6.9,texas
67,8.3,texas
68,17.1,texas
69,17.3,texas
70,7.2,texas
71,17.5,texas
72,14.3,texas
73,8.8,texas
74,20.6,texas
75,23.8,texas
76,27.3,texas
77,29.8,texas
78,16.6,texas
79,15.7,texas
80,27.6,texas
81,12.7,texas
82,8.9,texas
83,12.2,texas
84,24.3,texas
85,13.7,texas
86,11.8,texas
87,20.0,texas
88,17.1,texas
89,6.5,texas
90,29.6,texas
91,9.3,texas
92,10.9,texas
93,11.1,texas
94,13.8,texas
95,28.9,texas
96,9.0,texas
97,15.3,texas
98,5.3,texas
99,11.0,texas
100,30.2,texas
101,16.2,texas
102,16.8,texas
103,23.5,texas
104,23.4,texas
105,14.9,texas
106,5.8,texas
107,15.4,texas
108,12.6,texas
109,18.1,texas
110,32.5,texas
111,19.1,texas
112,14.4,texas
113,12.8,texas
114,17.2,texas
115,10.5,texas
116,23.3,texas
117,14.1,texas
118,19.5,texas
119,20.3,texas
120,21.1,texas
121,9.3,texas
122,6.3,texas
123,23.5,texas
124,16.7,texas
125,19.7,texas
126,10.9,texas
127,7.1,texas
128,11.7,texas
129,9.5,texas
130,7.3,texas
131,22.6,texas
132,8.3,texas
133,8.4,texas
134,6.1,texas
135,9.9,texas
136,5.1,texas
137,32.1,texas
138,14.1,texas
139,21.6,texas
140,32.7,texas
141,26.6,texas
142,22.4,texas
143,24.9,texas
144,22.0,texas
145,23.6,texas
146,27.9,texas
147,21.2,texas
148,25.9,texas
149,18.5,texas
150,8.4,texas
1,10.5,utah
2,4.7,utah
3,12.8,utah
4,25.8,utah
5,8.4,utah
6,5.9,utah
7,8.9,utah
8,10.8,utah
9,19.9,utah
10,21.6,utah
11,7.8,utah
12,6.5,utah
13,7.3,utah
14,9.6,utah
15,6.4,utah
16,11.0,utah
17,7.0,utah
18,3.6,utah
19,6.3,utah
20,7.8,utah
21,7.6,utah
22,9.8,utah
23,22.6,utah
24,16.8,utah
25,19.8,utah
26,30.7,utah
27,5.2,utah
28,9.2,utah
29,7.6,utah
30,12.8,utah
31,19.1,utah
32,4.5,utah
33,19.5,utah
34,14.1,utah
35,20.8,utah
36,5.8,utah
37,8.0,utah
38,10.2,utah
39,11.4,utah
40,11.9,utah
41,3.9,utah
42,6.6,utah
43,8.3,utah
44,12.8,utah
45,6.3,utah
46,6.9,utah
47,10.1,utah
48,13.3,utah
49,5.7,utah
50,3.6,utah
51,6.1,utah
52,4.4,utah
53,6.6,utah
54,9.5,utah
55,9.5,utah
56,8.0,utah
57,11.5,utah
58,16.3,utah
59,15.4,utah
60,14.7,utah
61,17.3,utah
62,15.5,utah
63,46.1,utah
64,21.2,utah
65,6.6,utah
66,7.4,utah
67,8.8,utah
68,8.4,utah
69,15.9,utah
70,13.2,utah
71,16.3,utah
72,23.4,utah
73,18.0,utah
74,9.2,utah
75,18.5,utah
addison-2,7.8,vermont
addison-5,7.7,vermont
addison-rutland,10.2,vermont
bennington-1,10.2,vermont
bennington-3,12.2,vermont
bennington-rutland,5.5,vermont
chittenden-1,2.5,vermont
chittenden-4-1,4.8,vermont
chittenden-4-2,8.2,vermont
chittenden-5-1,3.7,vermont
chittenden-5-2,6.8,vermont
chittenden-6-2,14.5,vermont
chittenden-6-6,44.9,vermont
chittenden-7-1,2.9,vermont
chittenden-7-2,2.4,vermont
chittenden-7-3,12.5,vermont
chittenden-7-4,7.8,vermont
chittenden-8-3,3.2,vermont
caledonia-1,6.0,vermont
caledonia-2,10.6,vermont
caledonia-washington,10.8,vermont
essex-caledonia,11.7,vermont
essex-caledonia-orleans,17.5,vermont
franklin-1,1.9,vermont
franklin-2,2.0,vermont
franklin-6,4.0,vermont
franklin-7,12.9,vermont
franklin-3-2,9.7,vermont
lamoille-1,8.2,vermont
lamoille-3,12.2,vermont
orange-caledonia,15.3,vermont
orleans-lamoille,11.8,vermont
orange-2,13.5,vermont
rutland-1,11.2,vermont
rutland-4,6.6,vermont
rutland-bennington,10.1,vermont
rutland-windsor-1,9.2,vermont
rutland-5-1,7.7,vermont
rutland-5-2,18.1,vermont
rutland-5-3,25.6,vermont
rutland-5-4,15.0,vermont
rutland-windsor-2,9.1,vermont
windham-1,10.9,vermont
windham-5,11.8,vermont
windham-6,7.0,vermont
windham-2-1,15.2,vermont
windham-2-2,21.0,vermont
windham-2-3,20.3,vermont
washington-5,7.0,vermont
washington-6,12.5,vermont
windham-bennington-windsor,7.3,vermont
windham-bennington,13.3,vermont
windsor-2,6.5,vermont
windsor-5,7.2,vermont
windsor-rutland,11.2,vermont
windsor-3-1,9.8,vermont
windsor-4-1,3.4,vermont
windsor-orange-1,15.7,vermont
2,14.0,west virginia
5,20.8,west virginia
6,16.8,west virginia
7,18.7,west virginia
8,13.0,west virginia
9,12.2,west virginia
11,18.2,west virginia
12,14.4,west virginia
14,18.5,west virginia
15,6.7,west virginia
18,10.4,west virginia
20,22.9,west virginia
21,28.9,west virginia
23,25.2,west virginia
25,20.3,west virginia
26,36.9,west virginia
29,19.8,west virginia
30,20.1,west virginia
31,20.9,west virginia
33,21.0,west virginia
34,22.0,west virginia
37,34.7,west virginia
38,8.0,west virginia
39,11.7,west virginia
40,12.0,west virginia
41,16.8,west virginia
44,24.0,west virginia
45,17.7,west virginia
46,19.0,west virginia
47,21.8,west virginia
49,15.2,west virginia
52,15.4,west virginia
53,14.1,west virginia
54,12.7,west virginia
55,14.5,west virginia
56,19.5,west virginia
57,17.2,west virginia
58,14.2,west virginia
59,7.5,west virginia
60,7.6,west virginia
61,27.2,west virginia
62,11.6,west virginia
63,12.9,west virginia
64,11.1,west virginia
65,13.4,west virginia
66,11.5,west virginia
67,7.3,west virginia
1,8.5,wisconsin
2,7.2,wisconsin
3,6.3,wisconsin
4,8.1,wisconsin
5,7.4,wisconsin
6,9.6,wisconsin
7,15.4,wisconsin
8,42.9,wisconsin
9,28.8,wisconsin
10,33.7,wisconsin
11,27.5,wisconsin
12,25.6,wisconsin
13,7.8,wisconsin
14,3.6,wisconsin
15,10.4,wisconsin
16,40.7,wisconsin
17,22.4,wisconsin
18,37.3,wisconsin
19,21.8,wisconsin
20,11.9,wisconsin
21,9.1,wisconsin
22,4.8,wisconsin
23,4.8,wisconsin
24,4.9,wisconsin
25,11.7,wisconsin
26,10.4,wisconsin
27,7.3,wisconsin
28,10.7,wisconsin
29,11.3,wisconsin
30,8.5,wisconsin
31,8.7,wisconsin
32,11.5,wisconsin
33,8.9,wisconsin
34,10.1,wisconsin
35,11.9,wisconsin
36,13.3,wisconsin
37,7.8,wisconsin
38,6.4,wisconsin
39,8.8,wisconsin
40,10.6,wisconsin
41,12.0,wisconsin
42,8.0,wisconsin
43,14.7,wisconsin
44,15.4,wisconsin
45,18.4,wisconsin
46,8.4,wisconsin
47,13.3,wisconsin
48,11.7,wisconsin
49,15.3,wisconsin
50,13.2,wisconsin
51,11.6,wisconsin
52,10.1,wisconsin
53,7.6,wisconsin
54,19.0,wisconsin
55,8.5,wisconsin
56,7.4,wisconsin
57,13.1,wisconsin
58,6.7,wisconsin
59,6.3,wisconsin
60,5.5,wisconsin
61,8.5,wisconsin
62,7.5,wisconsin
63,7.7,wisconsin
64,12.1,wisconsin
65,24.7,wisconsin
66,24.5,wisconsin
67,11.6,wisconsin
68,10.3,wisconsin
69,11.9,wisconsin
70,10.7,wisconsin
71,15.9,wisconsin
72,12.1,wisconsin
73,14.9,wisconsin
74,14.1,wisconsin
75,12.2,wisconsin
76,37.4,wisconsin
77,17.5,wisconsin
78,8.1,wisconsin
79,4.6,wisconsin
80,4.2,wisconsin
81,10.6,wisconsin
82,7.6,wisconsin
83,3.8,wisconsin
84,8.1,wisconsin
85,14.6,wisconsin
86,8.5,wisconsin
87,14.0,wisconsin
88,11.2,wisconsin
89,10.1,wisconsin
90,22.8,wisconsin
91,19.2,wisconsin
92,11.0,wisconsin
93,8.4,wisconsin
94,7.1,wisconsin
95,23.3,wisconsin
96,14.8,wisconsin
97,10.2,wisconsin
98,6.5,wisconsin
99,3.7,wisconsin
1,6.1,wyoming
2,15.2,wyoming
3,6.5,wyoming
4,13.7,wyoming
5,17.7,wyoming
6,8.5,wyoming
7,2.2,wyoming
8,4.3,wyoming
9,12.3,wyoming
10,6.3,wyoming
11,13.3,wyoming
12,13.4,wyoming
13,31.2,wyoming
14,30.1,wyoming
15,14.8,wyoming
16,8.3,wyoming
17,12.5,wyoming
18,7.3,wyoming
19,17.0,wyoming
20,7.3,wyoming
21,11.1,wyoming
22,5.8,wyoming
23,8.1,wyoming
24,9.0,wyoming
25,10.8,wyoming
26,12.6,wyoming
27,14.6,wyoming
28,9.5,wyoming
29,12.1,wyoming
30,7.9,wyoming
31,6.9,wyoming
32,8.1,wyoming
33,21.0,wyoming
34,8.3,wyoming
35,4.9,wyoming
36,16.7,wyoming
37,4.5,wyoming
38,6.5,wyoming
39,12.5,wyoming
40,6.2,wyoming
41,9.2,wyoming
42,2.7,wyoming
43,13.7,wyoming
44,27.5,wyoming
45,24.9,wyoming
46,18.1,wyoming
47,11.7,wyoming
48,12.2,wyoming
49,17.6,wyoming
50,5.2,wyoming
51,4.8,wyoming
52,4.4,wyoming
53,16.5,wyoming
54,12.5,wyoming
55,14.1,wyoming
56,11.7,wyoming
57,12.2,wyoming
58,11.3,wyoming
59,16.6,wyoming
60,9.4,wyoming
