district,average family size,state
64,2.95,oklahoma
65,3.22,oklahoma
66,3.03,oklahoma
68,3.19,oklahoma
71,3.01,oklahoma
78,3.15,oklahoma
79,2.99,oklahoma
81,3.12,oklahoma
83,3.05,oklahoma
85,2.79,oklahoma
87,3.12,oklahoma
88,3.14,oklahoma
89,3.98,oklahoma
90,3.52,oklahoma
93,3.73,oklahoma
94,3.2,oklahoma
95,3.21,oklahoma
97,3.17,oklahoma
100,3.13,oklahoma
101,3.27,oklahoma
1,2.69,oregon
2,2.83,oregon
3,2.77,oregon
4,2.9,oregon
5,2.81,oregon
6,3.02,oregon
7,2.82,oregon
8,2.76,oregon
9,2.71,oregon
10,2.83,oregon
11,3.01,oregon
12,2.99,oregon
13,2.9,oregon
14,3.06,oregon
15,3.08,oregon
16,2.79,oregon
17,2.97,oregon
18,3.35,oregon
19,3.21,oregon
20,3.19,oregon
21,3.33,oregon
22,3.69,oregon
23,3.09,oregon
24,3.12,oregon
25,3.15,oregon
26,3.2,oregon
27,2.92,oregon
28,3.23,oregon
29,3.46,oregon
30,3.15,oregon
31,3.09,oregon
32,3.06,oregon
33,3.08,oregon
34,2.92,oregon
35,3.0,oregon
36,2.67,oregon
37,3.06,oregon
38,2.92,oregon
39,3.05,oregon
40,3.05,oregon
41,2.96,oregon
42,2.79,oregon
43,2.86,oregon
44,3.02,oregon
45,2.92,oregon
46,3.0,oregon
47,3.15,oregon
48,3.17,oregon
49,3.37,oregon
50,3.28,oregon
51,3.34,oregon
52,3.08,oregon
53,3.02,oregon
54,2.92,oregon
55,2.73,oregon
56,2.87,oregon
57,3.21,oregon
58,2.95,oregon
59,2.92,oregon
60,2.92,oregon
1,3.06,pennsylvania
2,2.96,pennsylvania
3,2.85,pennsylvania
4,2.93,pennsylvania
5,3.07,pennsylvania
6,2.83,pennsylvania
7,2.7,pennsylvania
8,2.88,pennsylvania
9,2.8,pennsylvania
10,2.75,pennsylvania
11,2.86,pennsylvania
12,2.98,pennsylvania
13,3.33,pennsylvania
14,2.8,pennsylvania
15,2.84,pennsylvania
16,2.78,pennsylvania
17,2.87,pennsylvania
18,3.15,pennsylvania
19,2.88,pennsylvania
20,2.82,pennsylvania
21,2.75,pennsylvania
22,3.41,pennsylvania
23,2.83,pennsylvania
24,2.76,pennsylvania
25,2.79,pennsylvania
26,3.15,pennsylvania
27,2.86,pennsylvania
28,3.07,pennsylvania
29,2.88,pennsylvania
30,2.95,pennsylvania
31,2.99,pennsylvania
32,2.96,pennsylvania
33,2.75,pennsylvania
34,2.82,pennsylvania
35,2.93,pennsylvania
36,2.95,pennsylvania
37,3.02,pennsylvania
38,2.85,pennsylvania
39,2.85,pennsylvania
40,2.99,pennsylvania
41,2.94,pennsylvania
42,2.92,pennsylvania
43,3.26,pennsylvania
44,2.87,pennsylvania
45,2.8,pennsylvania
46,2.95,pennsylvania
47,3.03,pennsylvania
48,2.9,pennsylvania
49,2.89,pennsylvania
50,2.83,pennsylvania
51,2.91,pennsylvania
52,2.75,pennsylvania
53,3.21,pennsylvania
54,2.8,pennsylvania
55,2.79,pennsylvania
56,2.9,pennsylvania
57,2.78,pennsylvania
58,2.74,pennsylvania
59,2.68,pennsylvania
60,2.77,pennsylvania
61,2.98,pennsylvania
62,2.8,pennsylvania
63,2.83,pennsylvania
64,2.76,pennsylvania
65,2.82,pennsylvania
66,2.99,pennsylvania
67,2.8,pennsylvania
68,2.94,pennsylvania
69,2.83,pennsylvania
70,3.09,pennsylvania
71,2.74,pennsylvania
72,2.81,pennsylvania
73,2.84,pennsylvania
74,3.16,pennsylvania
75,2.73,pennsylvania
76,3.07,pennsylvania
77,2.81,pennsylvania
78,2.96,pennsylvania
79,2.88,pennsylvania
80,2.89,pennsylvania
81,2.9,pennsylvania
82,2.93,pennsylvania
83,2.76,pennsylvania
84,2.86,pennsylvania
85,3.05,pennsylvania
86,2.91,pennsylvania
87,2.99,pennsylvania
88,2.82,pennsylvania
89,2.85,pennsylvania
90,3.01,pennsylvania
91,2.92,pennsylvania
92,2.97,pennsylvania
93,3.01,pennsylvania
94,3.02,pennsylvania
95,3.21,pennsylvania
96,3.23,pennsylvania
97,2.96,pennsylvania
98,2.9,pennsylvania
99,3.24,pennsylvania
100,3.35,pennsylvania
101,3.09,pennsylvania
102,3.05,pennsylvania
103,3.25,pennsylvania
104,2.93,pennsylvania
105,2.94,pennsylvania
106,2.89,pennsylvania
107,2.75,pennsylvania
108,2.88,pennsylvania
109,2.86,pennsylvania
110,2.84,pennsylvania
111,2.97,pennsylvania
112,2.93,pennsylvania
113,3.03,pennsylvania
114,2.83,pennsylvania
115,3.36,pennsylvania
116,2.97,pennsylvania
117,2.9,pennsylvania
118,2.92,pennsylvania
119,3.0,pennsylvania
120,2.88,pennsylvania
121,3.07,pennsylvania
122,2.89,pennsylvania
123,2.83,pennsylvania
124,2.9,pennsylvania
125,2.86,pennsylvania
126,3.24,pennsylvania
127,3.57,pennsylvania
128,3.07,pennsylvania
129,3.08,pennsylvania
130,3.0,pennsylvania
131,3.01,pennsylvania
132,3.29,pennsylvania
133,2.97,pennsylvania
134,3.03,pennsylvania
135,3.0,pennsylvania
136,3.11,pennsylvania
137,3.0,pennsylvania
138,3.12,pennsylvania
139,2.95,pennsylvania
140,3.1,pennsylvania
141,3.09,pennsylvania
142,3.03,pennsylvania
143,3.04,pennsylvania
144,3.1,pennsylvania
145,3.03,pennsylvania
146,3.0,pennsylvania
147,3.07,pennsylvania
148,2.96,pennsylvania
149,3.0,pennsylvania
150,3.12,pennsylvania
151,3.26,pennsylvania
152,3.23,pennsylvania
153,3.1,pennsylvania
154,3.09,pennsylvania
155,3.11,pennsylvania
156,2.95,pennsylvania
157,3.14,pennsylvania
158,3.04,pennsylvania
159,3.25,pennsylvania
160,3.12,pennsylvania
161,3.14,pennsylvania
162,3.3,pennsylvania
163,3.16,pennsylvania
164,3.39,pennsylvania
165,3.17,pennsylvania
166,3.09,pennsylvania
167,3.06,pennsylvania
168,3.15,pennsylvania
169,2.99,pennsylvania
170,3.28,pennsylvania
171,2.84,pennsylvania
172,3.36,pennsylvania
173,3.36,pennsylvania
174,3.33,pennsylvania
175,3.06,pennsylvania
176,3.32,pennsylvania
177,3.4,pennsylvania
178,2.96,pennsylvania
179,3.77,pennsylvania
180,3.92,pennsylvania
181,3.27,pennsylvania
182,2.54,pennsylvania
183,2.97,pennsylvania
184,3.33,pennsylvania
185,3.4,pennsylvania
186,3.34,pennsylvania
187,3.01,pennsylvania
188,3.45,pennsylvania
189,3.08,pennsylvania
190,3.37,pennsylvania
191,3.79,pennsylvania
192,3.5,pennsylvania
193,2.99,pennsylvania
194,2.83,pennsylvania
195,3.33,pennsylvania
196,2.96,pennsylvania
197,3.73,pennsylvania
198,3.44,pennsylvania
199,2.89,pennsylvania
200,3.08,pennsylvania
201,3.64,pennsylvania
202,3.74,pennsylvania
203,3.59,pennsylvania
1,2.94,rhode island
2,2.6,rhode island
3,3.61,rhode island
4,2.95,rhode island
5,3.36,rhode island
6,3.26,rhode island
7,3.33,rhode island
8,3.3,rhode island
9,3.36,rhode island
10,3.62,rhode island
11,3.75,rhode island
12,3.6,rhode island
13,3.78,rhode island
14,3.5,rhode island
15,3.32,rhode island
16,2.86,rhode island
17,3.19,rhode island
18,3.21,rhode island
19,2.73,rhode island
20,2.87,rhode island
21,3.04,rhode island
22,2.86,rhode island
23,3.15,rhode island
24,2.81,rhode island
25,2.82,rhode island
26,3.01,rhode island
27,2.85,rhode island
28,2.89,rhode island
29,2.69,rhode island
30,3.04,rhode island
31,2.96,rhode island
32,3.06,rhode island
33,2.96,rhode island
34,2.74,rhode island
35,2.77,rhode island
36,2.75,rhode island
37,2.58,rhode island
38,2.77,rhode island
39,3.02,rhode island
40,3.26,rhode island
41,3.03,rhode island
42,3.04,rhode island
43,3.37,rhode island
44,3.34,rhode island
45,3.24,rhode island
46,3.25,rhode island
47,3.13,rhode island
48,3.08,rhode island
49,3.43,rhode island
50,3.04,rhode island
51,3.17,rhode island
52,3.09,rhode island
53,3.02,rhode island
54,3.06,rhode island
55,3.34,rhode island
56,3.78,rhode island
57,3.25,rhode island
58,3.54,rhode island
59,3.1,rhode island
60,3.19,rhode island
61,2.99,rhode island
62,3.22,rhode island
63,3.07,rhode island
64,3.21,rhode island
65,3.01,rhode island
66,3.08,rhode island
67,3.04,rhode island
68,2.64,rhode island
69,2.99,rhode island
70,2.82,rhode island
71,2.78,rhode island
72,2.81,rhode island
73,2.95,rhode island
74,2.86,rhode island
75,2.6,rhode island
1,2.95,south carolina
2,2.86,south carolina
3,2.88,south carolina
4,2.98,south carolina
5,2.95,south carolina
6,2.94,south carolina
7,3.11,south carolina
8,2.88,south carolina
9,3.09,south carolina
10,3.19,south carolina
11,3.07,south carolina
12,3.2,south carolina
13,3.01,south carolina
14,2.98,south carolina
15,3.28,south carolina
16,3.17,south carolina
17,3.07,south carolina
18,2.98,south carolina
19,3.24,south carolina
20,3.06,south carolina
21,3.18,south carolina
22,2.88,south carolina
23,3.06,south carolina
24,2.93,south carolina
25,3.15,south carolina
26,3.21,south carolina
27,3.12,south carolina
28,3.19,south carolina
29,3.45,south carolina
30,3.82,south carolina
31,3.35,south carolina
32,3.0,south carolina
33,3.0,south carolina
34,3.14,south carolina
35,3.38,south carolina
36,3.31,south carolina
37,3.21,south carolina
38,3.1,south carolina
39,3.14,south carolina
40,3.09,south carolina
41,3.1,south carolina
42,2.93,south carolina
43,3.1,south carolina
44,3.3,south carolina
45,3.04,south carolina
46,3.06,south carolina
47,3.09,south carolina
48,3.02,south carolina
49,3.3,south carolina
50,3.26,south carolina
51,3.15,south carolina
52,3.14,south carolina
53,3.1,south carolina
54,3.09,south carolina
55,3.4,south carolina
56,3.11,south carolina
57,3.4,south carolina
58,3.27,south carolina
59,3.46,south carolina
60,3.13,south carolina
61,3.44,south carolina
62,3.22,south carolina
63,2.99,south carolina
64,3.21,south carolina
65,3.29,south carolina
66,3.37,south carolina
67,3.05,south carolina
68,3.04,south carolina
69,3.0,south carolina
70,3.07,south carolina
71,3.4,south carolina
72,2.89,south carolina
73,3.06,south carolina
74,3.2,south carolina
75,2.95,south carolina
76,3.16,south carolina
77,3.36,south carolina
78,3.07,south carolina
79,3.1,south carolina
80,3.32,south carolina
81,2.8,south carolina
82,3.28,south carolina
83,2.9,south carolina
84,3.23,south carolina
85,2.89,south carolina
86,3.1,south carolina
87,3.15,south carolina
88,3.04,south carolina
89,2.9,south carolina
90,3.22,south carolina
91,3.18,south carolina
92,3.31,south carolina
93,3.0,south carolina
94,3.41,south carolina
95,3.48,south carolina
96,3.28,south carolina
97,3.45,south carolina
98,3.32,south carolina
99,3.16,south carolina
100,3.3,south carolina
101,2.93,south carolina
102,3.18,south carolina
103,3.27,south carolina
104,2.76,south carolina
105,3.21,south carolina
106,2.8,south carolina
107,3.09,south carolina
108,2.84,south carolina
109,3.23,south carolina
110,2.86,south carolina
111,3.13,south carolina
112,3.05,south carolina
113,3.52,south carolina
114,3.17,south carolina
115,2.93,south carolina
116,3.18,south carolina
117,3.39,south carolina
118,2.94,south carolina
119,2.99,south carolina
120,2.92,south carolina
121,3.33,south carolina
122,3.4,south carolina
123,2.66,south carolina
124,3.12,south carolina
1,2.93,tennessee
2,2.84,tennessee
3,2.84,tennessee
4,2.83,tennessee
5,2.94,tennessee
6,2.91,tennessee
7,2.75,tennessee
8,3.05,tennessee
9,2.9,tennessee
10,3.2,tennessee
11,2.98,tennessee
12,2.96,tennessee
13,2.89,tennessee
14,2.99,tennessee
15,2.92,tennessee
16,3.06,tennessee
17,3.05,tennessee
18,3.04,tennessee
19,3.06,tennessee
20,3.06,tennessee
21,2.94,tennessee
22,2.89,tennessee
23,2.98,tennessee
24,3.04,tennessee
25,2.69,tennessee
26,2.98,tennessee
27,3.0,tennessee
28,3.26,tennessee
29,3.0,tennessee
30,3.15,tennessee
31,3.09,tennessee
32,2.91,tennessee
33,2.9,tennessee
34,3.17,tennessee
35,2.88,tennessee
36,2.87,tennessee
37,3.27,tennessee
38,3.09,tennessee
39,2.93,tennessee
40,3.07,tennessee
41,3.07,tennessee
42,2.89,tennessee
43,3.22,tennessee
44,3.21,tennessee
45,3.18,tennessee
46,3.1,tennessee
47,3.11,tennessee
48,3.15,tennessee
49,3.29,tennessee
50,2.95,tennessee
51,2.96,tennessee
52,3.16,tennessee
53,3.19,tennessee
54,3.02,tennessee
55,2.75,tennessee
56,2.84,tennessee
57,3.08,tennessee
58,3.08,tennessee
59,3.49,tennessee
60,2.96,tennessee
61,3.11,tennessee
62,3.12,tennessee
63,3.33,tennessee
64,3.2,tennessee
65,3.27,tennessee
66,3.05,tennessee
67,3.07,tennessee
68,3.23,tennessee
69,3.2,tennessee
70,3.17,tennessee
71,3.09,tennessee
72,3.15,tennessee
73,3.02,tennessee
74,3.26,tennessee
75,3.03,tennessee
76,2.91,tennessee
77,2.89,tennessee
78,3.07,tennessee
79,3.02,tennessee
80,3.11,tennessee
81,3.19,tennessee
82,2.92,tennessee
83,3.09,tennessee
84,3.57,tennessee
85,3.42,tennessee
86,3.37,tennessee
87,3.62,tennessee
88,3.52,tennessee
89,3.04,tennessee
90,3.3,tennessee
91,3.49,tennessee
92,3.03,tennessee
93,3.37,tennessee
94,3.02,tennessee
95,3.19,tennessee
96,3.16,tennessee
97,3.25,tennessee
98,3.58,tennessee
99,3.28,tennessee
1,3.12,texas
2,3.21,texas
3,3.47,texas
4,3.5,texas
5,3.35,texas
6,3.47,texas
7,3.23,texas
8,3.25,texas
9,3.1,texas
10,3.34,texas
11,3.1,texas
12,3.28,texas
13,3.17,texas
14,3.21,texas
15,3.3,texas
16,3.25,texas
17,3.55,texas
18,3.37,texas
19,3.12,texas
20,3.27,texas
21,3.15,texas
22,3.17,texas
23,3.2,texas
24,3.27,texas
25,3.26,texas
26,3.45,texas
27,3.5,texas
28,3.55,texas
29,3.46,texas
30,3.28,texas
31,4.01,texas
32,3.2,texas
33,3.34,texas
34,3.44,texas
35,4.04,texas
36,3.92,texas
37,3.89,texas
38,3.91,texas
39,3.99,texas
40,4.22,texas
41,3.7,texas
42,3.92,texas
43,3.47,texas
44,3.36,texas
45,3.31,texas
46,3.5,texas
47,3.11,texas
48,2.97,texas
49,2.88,texas
50,3.24,texas
51,3.42,texas
52,3.64,texas
53,3.06,texas
54,3.33,texas
55,3.35,texas
56,3.21,texas
57,3.05,texas
58,3.25,texas
59,3.26,texas
60,3.09,texas
61,3.41,texas
62,3.21,texas
63,3.36,texas
64,3.3,texas
65,3.29,texas
66,3.03,texas
67,3.2,texas
68,2.96,texas
69,3.04,texas
70,3.39,texas
71,3.11,texas
72,3.32,texas
73,3.21,texas
74,3.73,texas
75,3.83,texas
76,3.62,texas
77,3.46,texas
78,3.49,texas
79,3.61,texas
80,4.04,texas
81,3.65,texas
82,3.58,texas
83,3.32,texas
84,3.16,texas
85,3.51,texas
86,3.27,texas
87,3.31,texas
88,3.43,texas
89,3.59,texas
90,3.93,texas
91,3.36,texas
92,3.18,texas
93,3.4,texas
94,3.34,texas
95,3.68,texas
96,3.55,texas
97,3.22,texas
98,3.29,texas
99,3.25,texas
100,3.65,texas
101,3.79,texas
102,3.32,texas
103,3.5,texas
104,3.9,texas
105,3.61,texas
106,3.44,texas
107,3.48,texas
108,2.84,texas
109,3.6,texas
110,3.96,texas
111,3.54,texas
112,3.51,texas
113,3.54,texas
114,3.05,texas
115,3.21,texas
116,3.68,texas
117,4.15,texas
118,4.05,texas
119,3.85,texas
120,3.95,texas
121,3.41,texas
122,3.41,texas
123,3.67,texas
124,4.03,texas
125,3.93,texas
126,3.46,texas
127,3.43,texas
128,3.33,texas
129,3.25,texas
130,3.41,texas
131,3.69,texas
132,3.59,texas
133,3.0,texas
134,2.88,texas
135,3.45,texas
136,3.55,texas
137,3.29,texas
138,3.5,texas
139,3.71,texas
140,3.94,texas
141,3.67,texas
142,3.68,texas
143,3.86,texas
144,3.87,texas
145,3.65,texas
146,3.42,texas
147,3.47,texas
148,3.29,texas
149,3.65,texas
150,3.45,texas
1,3.63,utah
2,4.45,utah
3,3.63,utah
4,3.12,utah
5,3.65,utah
6,4.14,utah
7,3.53,utah
8,3.44,utah
9,3.39,utah
10,3.3,utah
11,3.37,utah
12,3.65,utah
13,3.81,utah
14,3.86,utah
15,4.02,utah
16,3.47,utah
17,3.48,utah
18,3.71,utah
19,3.54,utah
20,3.48,utah
21,3.46,utah
22,3.83,utah
23,3.73,utah
24,2.67,utah
25,2.95,utah
26,3.61,utah
27,4.19,utah
28,3.12,utah
29,3.56,utah
30,4.09,utah
31,3.9,utah
32,3.54,utah
33,3.8,utah
34,3.39,utah
35,3.21,utah
36,3.38,utah
37,3.02,utah
38,3.9,utah
39,3.68,utah
40,3.1,utah
41,3.85,utah
42,3.91,utah
43,3.63,utah
44,3.29,utah
45,3.4,utah
46,3.13,utah
47,3.53,utah
48,3.79,utah
49,3.42,utah
50,3.69,utah
51,3.57,utah
52,3.95,utah
53,3.48,utah
54,3.5,utah
55,3.98,utah
56,3.91,utah
57,3.73,utah
58,3.54,utah
59,3.7,utah
60,3.55,utah
61,3.47,utah
62,3.5,utah
63,2.76,utah
64,3.52,utah
65,4.09,utah
66,3.96,utah
67,3.94,utah
68,3.69,utah
69,3.1,utah
70,3.14,utah
71,3.57,utah
72,3.34,utah
73,3.52,utah
74,3.07,utah
75,3.04,utah
addison-2,2.83,vermont
addison-5,2.93,vermont
addison-rutland,2.77,vermont
bennington-1,3.4,vermont
bennington-3,3.12,vermont
bennington-rutland,2.9,vermont
chittenden-1,2.81,vermont
chittenden-4-1,2.9,vermont
chittenden-4-2,2.81,vermont
chittenden-5-1,2.78,vermont
chittenden-5-2,2.85,vermont
chittenden-6-2,3.01,vermont
chittenden-6-6,2.68,vermont
chittenden-7-1,2.83,vermont
chittenden-7-2,2.91,vermont
chittenden-7-3,2.53,vermont
chittenden-7-4,2.56,vermont
chittenden-8-3,2.89,vermont
caledonia-1,2.85,vermont
caledonia-2,2.81,vermont
caledonia-washington,2.96,vermont
essex-caledonia,2.77,vermont
essex-caledonia-orleans,2.49,vermont
franklin-1,3.21,vermont
franklin-2,3.04,vermont
franklin-6,2.9,vermont
franklin-7,3.11,vermont
franklin-3-2,3.01,vermont
lamoille-1,2.51,vermont
lamoille-3,3.05,vermont
orange-caledonia,2.8,vermont
orleans-lamoille,2.85,vermont
orange-2,2.67,vermont
rutland-1,3.08,vermont
rutland-4,2.8,vermont
rutland-bennington,2.7,vermont
rutland-windsor-1,2.88,vermont
rutland-5-1,2.85,vermont
rutland-5-2,2.63,vermont
rutland-5-3,2.69,vermont
rutland-5-4,2.54,vermont
rutland-windsor-2,2.81,vermont
windham-1,2.97,vermont
windham-5,2.65,vermont
windham-6,2.97,vermont
windham-2-1,2.72,vermont
windham-2-2,2.59,vermont
windham-2-3,2.45,vermont
washington-5,2.96,vermont
washington-6,2.9,vermont
windham-bennington-windsor,2.79,vermont
windham-bennington,2.75,vermont
windsor-2,3.17,vermont
windsor-5,2.66,vermont
windsor-rutland,2.78,vermont
windsor-3-1,2.74,vermont
windsor-4-1,2.54,vermont
windsor-orange-1,2.87,vermont
1,2.92,west virginia
2,2.71,west virginia
3,3.03,west virginia
4,3.07,west virginia
5,3.13,west virginia
6,3.36,west virginia
7,2.78,west virginia
8,2.9,west virginia
9,3.1,west virginia
10,2.95,west virginia
11,3.05,west virginia
12,3.16,west virginia
13,3.05,west virginia
14,2.92,west virginia
15,3.02,west virginia
16,3.05,west virginia
17,3.0,west virginia
18,3.09,west virginia
19,3.3,west virginia
20,2.83,west virginia
21,2.69,west virginia
22,2.87,west virginia
23,3.09,west virginia
24,2.66,west virginia
25,2.78,west virginia
26,2.75,west virginia
27,2.86,west virginia
28,2.79,west virginia
29,2.79,west virginia
30,2.81,west virginia
31,2.77,west virginia
32,2.93,west virginia
33,2.97,west virginia
34,3.11,west virginia
35,2.9,west virginia
36,2.9,west virginia
37,2.89,west virginia
38,2.81,west virginia
39,2.98,west virginia
40,2.93,west virginia
41,2.83,west virginia
42,2.85,west virginia
43,3.06,west virginia
44,2.84,west virginia
45,3.04,west virginia
46,2.98,west virginia
47,3.09,west virginia
48,3.06,west virginia
49,2.96,west virginia
50,2.89,west virginia
51,3.12,west virginia
52,2.9,west virginia
53,2.93,west virginia
54,2.92,west virginia
55,2.56,west virginia
56,3.03,west virginia
57,3.12,west virginia
58,2.93,west virginia
59,2.86,west virginia
60,3.01,west virginia
61,3.18,west virginia
62,3.11,west virginia
63,3.07,west virginia
64,3.19,west virginia
65,3.24,west virginia
66,3.03,west virginia
67,3.15,west virginia
1,2.66,wisconsin
2,2.91,wisconsin
3,2.94,wisconsin
4,2.85,wisconsin
5,3.0,wisconsin
6,2.87,wisconsin
7,3.14,wisconsin
8,4.01,wisconsin
9,3.68,wisconsin
10,3.46,wisconsin
11,3.56,wisconsin
12,3.4,wisconsin
13,3.01,wisconsin
14,3.1,wisconsin
15,2.98,wisconsin
16,3.52,wisconsin
17,3.34,wisconsin
18,3.48,wisconsin
19,2.63,wisconsin
20,2.94,wisconsin
21,3.0,wisconsin
22,3.0,wisconsin
23,2.96,wisconsin
24,2.92,wisconsin
25,2.87,wisconsin
26,3.01,wisconsin
27,2.94,wisconsin
28,2.79,wisconsin
29,2.97,wisconsin
30,2.96,wisconsin
31,3.03,wisconsin
32,2.9,wisconsin
33,3.0,wisconsin
34,2.67,wisconsin
35,2.74,wisconsin
36,2.71,wisconsin
37,3.01,wisconsin
38,3.06,wisconsin
39,2.94,wisconsin
40,2.73,wisconsin
41,2.72,wisconsin
42,2.88,wisconsin
43,2.92,wisconsin
44,2.94,wisconsin
45,3.11,wisconsin
46,3.12,wisconsin
47,2.88,wisconsin
48,2.94,wisconsin
49,3.0,wisconsin
50,2.91,wisconsin
51,2.92,wisconsin
52,2.94,wisconsin
53,2.91,wisconsin
54,2.84,wisconsin
55,3.02,wisconsin
56,3.01,wisconsin
57,2.95,wisconsin
58,2.9,wisconsin
59,2.85,wisconsin
60,2.94,wisconsin
61,3.06,wisconsin
62,2.94,wisconsin
63,2.93,wisconsin
64,3.05,wisconsin
65,3.2,wisconsin
66,3.15,wisconsin
67,2.89,wisconsin
68,3.01,wisconsin
69,3.0,wisconsin
70,2.9,wisconsin
71,2.92,wisconsin
72,2.73,wisconsin
73,2.7,wisconsin
74,2.6,wisconsin
75,2.81,wisconsin
76,2.68,wisconsin
77,2.96,wisconsin
78,2.93,wisconsin
79,3.05,wisconsin
80,3.01,wisconsin
81,2.87,wisconsin
82,3.03,wisconsin
83,3.02,wisconsin
84,2.9,wisconsin
85,2.86,wisconsin
86,2.84,wisconsin
87,2.73,wisconsin
88,3.07,wisconsin
89,2.83,wisconsin
90,3.17,wisconsin
91,2.93,wisconsin
92,2.93,wisconsin
93,2.95,wisconsin
94,3.04,wisconsin
95,2.85,wisconsin
96,3.15,wisconsin
97,2.99,wisconsin
98,2.88,wisconsin
99,3.0,wisconsin
1,2.96,wyoming
2,2.86,wyoming
3,3.14,wyoming
4,2.67,wyoming
5,2.9,wyoming
6,2.95,wyoming
7,2.82,wyoming
8,2.68,wyoming
9,3.06,wyoming
10,3.16,wyoming
11,2.83,wyoming
12,3.13,wyoming
13,2.99,wyoming
14,3.29,wyoming
15,2.85,wyoming
16,2.81,wyoming
17,3.49,wyoming
18,3.49,wyoming
19,2.99,wyoming
20,3.71,wyoming
21,3.56,wyoming
22,2.7,wyoming
23,2.58,wyoming
24,2.8,wyoming
25,2.9,wyoming
26,3.46,wyoming
27,2.72,wyoming
28,2.8,wyoming
29,3.04,wyoming
30,2.83,wyoming
31,3.26,wyoming
32,3.15,wyoming
33,4.25,wyoming
34,3.24,wyoming
35,2.99,wyoming
36,2.86,wyoming
37,2.93,wyoming
38,3.04,wyoming
39,3.06,wyoming
40,2.66,wyoming
41,2.94,wyoming
42,2.94,wyoming
43,3.17,wyoming
44,2.92,wyoming
45,2.6,wyoming
46,2.65,wyoming
47,2.77,wyoming
48,3.39,wyoming
49,3.12,wyoming
50,2.66,wyoming
51,2.73,wyoming
52,2.96,wyoming
53,3.11,wyoming
54,3.11,wyoming
55,3.05,wyoming
56,2.89,wyoming
57,2.93,wyoming
58,3.19,wyoming
59,2.92,wyoming
60,3.31,wyoming
